source_field,source_value,Maps to OMOP code,ID,vocabulary
EVENT_CD,Q492.00,Neonatal hypertension,4071202,SNOMED
EVENT_CD,66AU.00,Diabetic monitoring status,4086751,SNOMED
EVENT_CD,26K..00,Examination of male genitals,4111523,SNOMED
EVENT_CD,1CB4.00,Feeling of lump in throat,4145818,SNOMED
EVENT_CD,S200200,Closed fracture of shaft of clavicle,432461,SNOMED
EVENT_CD,M08C.00,Cellulitis of toe,4320944,SNOMED
EVENT_CD,25P2.00,Reducible hernia,4052566,SNOMED
EVENT_CD,H1y3500,Vocal cord paralysis,261599,SNOMED
EVENT_CD,19A1.00,Abdomen not distended,4012080,SNOMED
EVENT_CD,8IEF.00,Repeat dispensing service declined,44805101,SNOMED
EVENT_CD,SD51.00,"Abrasion and/or friction burn of finger, infected",137721,SNOMED
EVENT_CD,9NFA.00,District nurse visit,4085819,SNOMED
EVENT_CD,98B..00,GMS3 claim,44789985,SNOMED
EVENT_CD,AB22100,Perianal candidiasis,4142837,SNOMED
EVENT_CD,G564.00,Right bundle branch block,314059,SNOMED
EVENT_CD,TG80600,Burning due to contact with hot tea,4317808,SNOMED
EVENT_CD,PA37.00,Esophageal atresia with tracheo-esophageal fistula,4004146,SNOMED
EVENT_CD,J162000,Cyclical vomiting syndrome,4077584,SNOMED
EVENT_CD,N094500,Arthralgia of the pelvic region and thigh,79106,SNOMED
EVENT_CD,13VR.00,No pets,4072599,SNOMED
EVENT_CD,7L0J.00,Primary correction of congenital deformity of foot,4146415,SNOMED
EVENT_CD,R063.00,Hemoptysis,261687,SNOMED
EVENT_CD,SE1..00,Contusion of eye AND ocular adnexa,433911,SNOMED
EVENT_CD,8BPQ.00,Complies with drug therapy,604257,SNOMED
EVENT_CD,2D62.00,Serous drainage from external ear canal,4319014,SNOMED
EVENT_CD,13Iq.00,Vulnerable family,44791931,SNOMED
EVENT_CD,J520000,Acute constipation,4057824,SNOMED
EVENT_CD,64Q4.00,Child referred to consultant,4016209,SNOMED
EVENT_CD,136V.00,Alcohol units consumed per week,35609491,SNOMED
EVENT_CD,23BZ.00,Breath sounds - finding,4278456,SNOMED
EVENT_CD,68W3.00,Celiac disease screen,4310351,SNOMED
EVENT_CD,13nq.00,Reads Welsh,44809430,SNOMED
EVENT_CD,44N..00,Serum protein electrophoresis,4176702,SNOMED
EVENT_CD,931Z.00,Lloyd George record status,44788635,SNOMED
EVENT_CD,2F3..00,Papule,4105835,SNOMED
EVENT_CD,65b1.00,meningococcal C conjugate vaccine,40213176,CVX
EVENT_CD,65b1.00,"Haemophilus influenzae type b vaccine, conjugate unspecified formulation",40213316,CVX
EVENT_CD,65b1.00,Primary immunisation - second dose,44792016,SNOMED
EVENT_CD,PG51.00,Osteogenesis imperfecta,78257,SNOMED
EVENT_CD,P364400,Congenital obstruction of lacrimal canal,4319438,SNOMED
EVENT_CD,124Z.00,Family history of neoplasm,4144262,SNOMED
EVENT_CD,SE02.00,Contusion of nose,4246724,SNOMED
EVENT_CD,P6y6000,Dextrocardia,4100815,SNOMED
EVENT_CD,PH5z.00,Disorder of nail,132706,SNOMED
EVENT_CD,7313,Drainage of middle ear,4084436,SNOMED
EVENT_CD,7436z00,Laryngoscopy,4103523,SNOMED
EVENT_CD,R00z800,Irritability and anger,4168681,SNOMED
EVENT_CD,K242.00,Orchitis and epididymitis,78193,SNOMED
EVENT_CD,4JU4.00,Detection of virus,4046725,SNOMED
EVENT_CD,R01z100,Growing pains,4010339,SNOMED
EVENT_CD,2F6..00,Bullous eruption,4155905,SNOMED
EVENT_CD,Q404100,Omphalitis,4034650,SNOMED
EVENT_CD,8HQ7.00,Referral for echocardiography,4305721,SNOMED
EVENT_CD,SP2z.00,Postoperative complication,4300243,SNOMED
EVENT_CD,H14y000,Amygdalolith,4276182,SNOMED
EVENT_CD,9N2E.00,Seen by trainee doctor,4085781,SNOMED
EVENT_CD,3299,EKG: right bundle branch block,4064460,SNOMED
EVENT_CD,66AS.00,Diabetic annual review,4016050,SNOMED
EVENT_CD,2BU..00,Delayed visual maturation,4113930,SNOMED
EVENT_CD,1CBZ.00,Finding of pharynx,4022571,SNOMED
EVENT_CD,8HE1000,Discharged from ophthalmology outpatient department,44802243,SNOMED
EVENT_CD,1627,Unintentional weight loss,40491502,SNOMED
EVENT_CD,44B..00,Serum alpha foetoprotein level,37398207,SNOMED
EVENT_CD,42W4.00,HbA1c measurement (DCCT aligned),4197971,SNOMED
EVENT_CD,R135300,Renal scarring,40480922,SNOMED
EVENT_CD,2664,Excessive smegma,4096551,SNOMED
EVENT_CD,43Ya.00,Food mix specific IgE antibody measurement,4260619,SNOMED
EVENT_CD,F13X.00,Dystonia,375800,SNOMED
EVENT_CD,ZV18900,Family history of celiac disease,4325372,SNOMED
EVENT_CD,4235,Measurement of total hemoglobin concentration,40480067,SNOMED
EVENT_CD,391..00,Feeding ability,4013694,SNOMED
EVENT_CD,N217900,Plantar fasciitis,4002650,SNOMED
EVENT_CD,8IG..00,Unable to provide sample,44809513,SNOMED
EVENT_CD,225A.00,Feeling irritable,4184149,SNOMED
EVENT_CD,N096.00,Finding of range of joint movement,74392,SNOMED
EVENT_CD,AyuDG00,Viral disease,440029,SNOMED
EVENT_CD,1621,Weight steady,4156954,SNOMED
EVENT_CD,3395000,Diurnal variation of peak expiratory flow rate,4182565,SNOMED
EVENT_CD,4JV..00,Organism count,4019592,SNOMED
EVENT_CD,M261X00,Acne,141095,SNOMED
EVENT_CD,38VQ.00,Beighton 9-point scoring system for joint hypermobility,46286390,SNOMED
EVENT_CD,N220S00,Synovitis of hip,4002793,SNOMED
EVENT_CD,4E2A.00,Sputum appearance,4080582,SNOMED
EVENT_CD,PE6..00,Bilateral valgus deformities of feet,4167915,SNOMED
EVENT_CD,F001.00,Pneumococcal meningitis,432879,SNOMED
EVENT_CD,Q483z00,Feeding problems in newborn,433315,SNOMED
EVENT_CD,5858,Doppler ultrasound,35622931,SNOMED
EVENT_CD,1358,"Hindu, follower of religion",4052018,SNOMED
EVENT_CD,S224200,"Closed fracture distal humerus, lateral condyle",4013461,SNOMED
EVENT_CD,7B41.00,Repair of urethra,4200557,SNOMED
EVENT_CD,7G09000,Cauterization of skin lesion,4114640,SNOMED
EVENT_CD,H470.00,Pneumonitis caused by inhaled substance,4187218,SNOMED
EVENT_CD,7K1N200,Removal of skeletal traction system,4138866,SNOMED
EVENT_CD,7G25700,Incision and drainage of abscess,4108316,SNOMED
EVENT_CD,F4C3000,Conjunctivitis,379019,SNOMED
EVENT_CD,4772,"Microbial ova-parasite examination, fecal",4282927,SNOMED
EVENT_CD,SN59100,Allergic reaction to insect bite,3661861,SNOMED
EVENT_CD,8IHC000,Booster meningitis B vaccination declined,36716401,SNOMED
EVENT_CD,24L..00,Auscultation of heart,40486218,SNOMED
EVENT_CD,52C..00,"Radiologic examination, osseous survey, complete",4167021,SNOMED
EVENT_CD,222L.00,Dysmorphic features,4113584,SNOMED
EVENT_CD,135Q.00,Refusal by patient to provide information about religion,35622411,SNOMED
EVENT_CD,G771300,Telangiectasia disorder,4083797,SNOMED
EVENT_CD,N23y400,Spasm,140821,SNOMED
EVENT_CD,1471,History of event,1340204,OMOP Extension
EVENT_CD,191Z.00,Tooth symptoms,4060062,SNOMED
EVENT_CD,R034B00,Developmental delay in fine motor function,45766339,SNOMED
EVENT_CD,42R5.00,Serum TIBC measurement,4150334,SNOMED
EVENT_CD,68N7.00,No consent - pertussis immunization,4065025,SNOMED
EVENT_CD,S33C.00,Closed fracture of distal tibia and distal fibula,40483378,SNOMED
EVENT_CD,8C45000,Gastrostomy feeding,4041333,SNOMED
EVENT_CD,2C2..00,Anemia,439777,SNOMED
EVENT_CD,7M0V100,Manipulation under anesthesia,4168079,SNOMED
EVENT_CD,25Q..00,Rectal examination,4257820,SNOMED
EVENT_CD,8A52.00,Continuous ECG monitoring,4141651,SNOMED
EVENT_CD,13n..00,Language read,4152901,SNOMED
EVENT_CD,9t0..00,Ethnicity / related nationality data,4087925,SNOMED
EVENT_CD,7A01.00,Open correction of patent ductus arteriosus,4018859,SNOMED
EVENT_CD,K5...00,Disorder of female genital system,443343,SNOMED
EVENT_CD,1B1D.00,Nightmares,4170260,SNOMED
EVENT_CD,68Nu.00,No response to influenza vaccination invitation,44802656,SNOMED
EVENT_CD,A35..00,Erysipelas,138346,SNOMED
EVENT_CD,9qA..00,Consent given for collection of prescription by specified third party,46286824,SNOMED
EVENT_CD,P422.00,Microtia,378849,SNOMED
EVENT_CD,H312300,Obliterative bronchiolitis,4222731,SNOMED
EVENT_CD,1297,FH: Migraine,4050811,SNOMED
EVENT_CD,8M3..00,Circumcision requested,4086794,SNOMED
EVENT_CD,9N35200,Missed review appointment letter sent,44809795,SNOMED
EVENT_CD,1828,Atypical chest pain,4010017,SNOMED
EVENT_CD,7L1F200,Removal of plaster cast,4078743,SNOMED
EVENT_CD,98AZ.00,FP/CHS claim status,44790488,SNOMED
EVENT_CD,38B8.00,Severe asthma exacerbation risk assessment,46285153,SNOMED
EVENT_CD,8L...00,Operative procedure planned,4081433,SNOMED
EVENT_CD,9FZ..00,Child examination/reports/meeting status,4148826,SNOMED
EVENT_CD,7A6C000,Open insertion of central venous catheter,4141149,SNOMED
EVENT_CD,62P3000,Breastfeeding and supplementary bottle feeding at discharge from hospital,44792801,SNOMED
EVENT_CD,A3Ay200,Clostridioides difficile infection,193688,SNOMED
EVENT_CD,8I5..00,Procedure declined,1243586,SNOMED
EVENT_CD,F514200,Catarrhal otitis media,4163038,SNOMED
EVENT_CD,1BX1.00,Hypersomnia,438134,SNOMED
EVENT_CD,1861,Cold feet,4154763,SNOMED
EVENT_CD,R076000,Encopresis,440695,SNOMED
EVENT_CD,14D7.00,History of event,1340204,OMOP Extension
EVENT_CD,7404400,Cauterization of Little's area,4198264,SNOMED
EVENT_CD,2B6d.00,6/7.5 visual acuity of right eye,3654447,SNOMED
EVENT_CD,8CJ4.00,Button gastrostomy feeding,4125454,SNOMED
EVENT_CD,1425,History of event,1340204,OMOP Extension
EVENT_CD,PC60100,Penoscrotal hypospadias,4005591,SNOMED
EVENT_CD,F222.00,Left hemiplegia,4175708,SNOMED
EVENT_CD,9NSa.00,Unsuitable for body weight measurement,37398893,SNOMED
EVENT_CD,M261.00,Acne,141095,SNOMED
EVENT_CD,68Na.00,No consent for MMR1,4151652,SNOMED
EVENT_CD,13XE.00,Non-European travel,4052777,SNOMED
EVENT_CD,G8y0.00,Bleeding,437312,SNOMED
EVENT_CD,E292000,Separation anxiety disorder of childhood,4039212,SNOMED
EVENT_CD,25F1.00,Abdominal rigidity absent,4172062,SNOMED
EVENT_CD,4J29.00,Campylobacter culture,4045656,SNOMED
EVENT_CD,148..00,History of event,1340204,OMOP Extension
EVENT_CD,F5A..00,Hearing loss,377889,SNOMED
EVENT_CD,8Hd4.00,Hospital re-admission,4213258,SNOMED
EVENT_CD,246A.00,Finding of systemic arterial pressure,4117138,SNOMED
EVENT_CD,22I6.00,Short stature disorder,440076,SNOMED
EVENT_CD,B76B.00,Xanthogranuloma,4097280,SNOMED
EVENT_CD,29A1.00,Grade of muscle power,4097165,SNOMED
EVENT_CD,9NE4.00,Awaiting collection:letter to,44788512,SNOMED
EVENT_CD,22IC.00,Physical growth is cause for concern,44791779,SNOMED
EVENT_CD,16Q..00,Fluid intake,4092647,SNOMED
EVENT_CD,6613,Next appointment,4190818,SNOMED
EVENT_CD,N094900,Multiple joint pain,78517,SNOMED
EVENT_CD,1DC1.00,Burning pain,4264107,SNOMED
EVENT_CD,6493,Child HC 10th - 24th centile,4199794,SNOMED
EVENT_CD,13IB.00,Child in care,4053111,SNOMED
EVENT_CD,16B5.00,Contusion absent,43022004,SNOMED
EVENT_CD,124H.00,Family history of malignant neoplasm of prostate,4213085,SNOMED
EVENT_CD,115M.00,No known disability,44805142,SNOMED
EVENT_CD,SH51200,Epidermal burn of foot,140582,SNOMED
EVENT_CD,7F13100,Lower uterine segment cesarean section,37312440,SNOMED
EVENT_CD,7043100,Repair of myelomeningocele,4178014,SNOMED
EVENT_CD,8HP2.00,Refer for microbiological test,4085005,SNOMED
EVENT_CD,F598.00,Moderate acquired hearing loss,42537569,SNOMED
EVENT_CD,67IG.00,Oral health education,4054945,SNOMED
EVENT_CD,8C45.00,Enteral feeding,4042005,SNOMED
EVENT_CD,1B32000,Monoparesis - arm,4093682,SNOMED
EVENT_CD,677C100,Carrier of cystic fibrosis gene mutation,40479565,SNOMED
EVENT_CD,7G03.00,Excision of skin,4207119,SNOMED
EVENT_CD,2391,Vocal fremitus normal,4116791,SNOMED
EVENT_CD,8C44.00,Nasal tube feeding,4079763,SNOMED
EVENT_CD,1B32100,Monoparesis of lower limb,4097164,SNOMED
EVENT_CD,9RV..00,Transportation by ambulance,37399454,SNOMED
EVENT_CD,J4...00,Noninfective enteritis and colitis,4145072,SNOMED
EVENT_CD,C354000,Hypocalcemia,435510,SNOMED
EVENT_CD,22I3.00,Delayed milestone,436233,SNOMED
EVENT_CD,9N5G000,111 contact disposition to general practitioner,44809730,SNOMED
EVENT_CD,243..00,Finding of pulse rhythm,4115241,SNOMED
EVENT_CD,D104500,Beta thalassemia trait,4149681,SNOMED
EVENT_CD,7Q...00,Taking medication,4044716,SNOMED
EVENT_CD,13O5.00,Attendance allowance,4053246,SNOMED
EVENT_CD,67Ic.00,Recommendation to General Practitioner to decrease patient medication,4220461,SNOMED
EVENT_CD,65D2.00,Primary immunisation - second dose,44792016,SNOMED
EVENT_CD,65D2.00,"rabies vaccine, unspecified formulation",40213209,CVX
EVENT_CD,9b87.00,Pediatric dentistry,4192660,SNOMED
EVENT_CD,N01w.00,Post-infective arthritis,4035610,SNOMED
EVENT_CD,J67y500,Pancreatic insufficiency,4243784,SNOMED
EVENT_CD,Q440.00,Syndrome of infant of diabetic mother,434480,SNOMED
EVENT_CD,SD7y100,Superficial injury of toe,4164349,SNOMED
EVENT_CD,N247100,Cramp in lower limb,42710045,SNOMED
EVENT_CD,7305100,Manual removal of wax from external auditory canal,4066053,SNOMED
EVENT_CD,C374y00,Disorders of bilirubin excretion,434887,SNOMED
EVENT_CD,P83y900,Congenital laryngeal stridor,4207968,SNOMED
EVENT_CD,66Yy.00,Review of inhaler technique using inhaler checking device,45765624,SNOMED
EVENT_CD,K196.00,Urinary tract obstruction,194406,SNOMED
EVENT_CD,2BJ..00,Eye movement - finding,4268987,SNOMED
EVENT_CD,771J.00,Colonoscopy,4249893,SNOMED
EVENT_CD,7H02.00,Opening of chest,4073393,SNOMED
EVENT_CD,2I19.00,Discomfort,4090431,SNOMED
EVENT_CD,68N9.00,No consent - tetanus immunization,4065027,SNOMED
EVENT_CD,44Ld.00,Serum vitamin measurement,4269030,SNOMED
EVENT_CD,S520000,Sprain of wrist,78272,SNOMED
EVENT_CD,65FS.00,Primary immunisation - first dose,44792015,SNOMED
EVENT_CD,65FS.00,"HPV, unspecified formulation",40213321,CVX
EVENT_CD,771B300,Closure of colostomy,4135441,SNOMED
EVENT_CD,N324400,Osgood Schlatter disease,4217493,SNOMED
EVENT_CD,SD0y.00,Superficial injury of head,4086195,SNOMED
EVENT_CD,13M8.00,Mother deceased,4053394,SNOMED
EVENT_CD,67IP.00,Recommendation to caregiver regarding child's safety,4247114,SNOMED
EVENT_CD,22K9100,Child body mass index centile,44810217,SNOMED
EVENT_CD,46G9.00,Urine microscopy: red cells,4149750,SNOMED
EVENT_CD,1821,Chest pain not present,4059916,SNOMED
EVENT_CD,26LA.00,Examination of female external genitalia,46285279,SNOMED
EVENT_CD,C2B..00,Vitamin D insufficiency,44813944,SNOMED
EVENT_CD,H030.00,Acute erythematous tonsillitis,4112009,SNOMED
EVENT_CD,M200.00,Corn - lesion,4064062,SNOMED
EVENT_CD,657R.00,"Pneumococcal Conjugate, unspecified formulation",40213200,CVX
EVENT_CD,745A100,Continuous pulse oximetry,4140593,SNOMED
EVENT_CD,43h0.00,Chlamydia trachomatis polymerase chain reaction,37394106,SNOMED
EVENT_CD,58D8.00,US scan of spine,4083122,SNOMED
EVENT_CD,2B7e.00,6/7.5 visual acuity of left eye,3654448,SNOMED
EVENT_CD,8IAD.00,Examination refused,44789515,SNOMED
EVENT_CD,G543.00,Pulmonary valve disorder,319845,SNOMED
EVENT_CD,8O80.00,Support for parent,4055255,SNOMED
EVENT_CD,1963,Non-colicky abdominal pain,4012494,SNOMED
EVENT_CD,J030.00,Acute gingivitis,138176,SNOMED
EVENT_CD,SA2..00,"Open wound of foot, excluding toe(s)",4151097,SNOMED
EVENT_CD,J4z0.00,Gastritis,201340,SNOMED
EVENT_CD,8I...00,Procedure not done,4168192,SNOMED
EVENT_CD,SE10.00,Contusion of eye,381444,SNOMED
EVENT_CD,H301.00,Laryngotracheobronchitis,4312602,SNOMED
EVENT_CD,ZV20.00,Child health care,4145320,SNOMED
EVENT_CD,E278100,Tension-type headache,376382,SNOMED
EVENT_CD,J574F00,Anorectal pain,4058670,SNOMED
EVENT_CD,26K0.00,Normal external genitalia,37311172,SNOMED
EVENT_CD,246E.00,Sitting blood pressure,4060834,SNOMED
EVENT_CD,PG70.00,Umbilical hernia,4245842,SNOMED
EVENT_CD,3712,Probing of nasolacrimal duct,4234546,SNOMED
EVENT_CD,22E5.00,Cataract,375545,SNOMED
EVENT_CD,9b9H.00,Nephrology,4215125,SNOMED
EVENT_CD,P67..00,Hypoplastic left heart syndrome,440207,SNOMED
EVENT_CD,C132.00,Panhypopituitarism,30365,SNOMED
EVENT_CD,A0...00,Intestinal infectious disease,198678,SNOMED
EVENT_CD,339Y.00,Percentage of peak expiratory flow rate variability,4295039,SNOMED
EVENT_CD,SG...00,Foreign body in orifice,259995,SNOMED
EVENT_CD,2FG..00,Scar of skin,4323280,SNOMED
EVENT_CD,PH63.00,Accessory nipple,4176400,SNOMED
EVENT_CD,232D.00,Sternal recession,4089222,SNOMED
EVENT_CD,43I2.00,C4 complement assay,4135587,SNOMED
EVENT_CD,Q445.00,Neonatal hypomagnesemia,4337102,SNOMED
EVENT_CD,9i2E.00,European,38003614,Race
EVENT_CD,657H.00,meningococcal AC polysaccharide vaccine (non-US),706108,CVX
EVENT_CD,7407100,Examination of nose under anesthetic,4067261,SNOMED
EVENT_CD,P831700,Congenital laryngomalacia,4113306,SNOMED
EVENT_CD,8B33.00,Advance supply of antibiotic medication,44802874,SNOMED
EVENT_CD,ZV18000,Family history of diabetes mellitus,4051114,SNOMED
EVENT_CD,F483.00,Strabismus,4329707,SNOMED
EVENT_CD,1C13200,Partial deafness,4224197,SNOMED
EVENT_CD,PE34100,Bilateral dysplastic hip,4006103,SNOMED
EVENT_CD,9Nt4.00,Seen by physician,4125679,SNOMED
EVENT_CD,25Z..00,Digestive system finding,4302537,SNOMED
EVENT_CD,F515.00,Eustachian tube salpingitis,377884,SNOMED
EVENT_CD,43dB.00,Hepatitis B core antibody measurement,4241990,SNOMED
EVENT_CD,6797000,Education about influenza vaccination,44811633,SNOMED
EVENT_CD,8F...00,Rehabilitation therapy,4180248,SNOMED
EVENT_CD,177..00,Smoke inhalation injury,4143700,SNOMED
EVENT_CD,9N69.00,Referred by optician,4085804,SNOMED
EVENT_CD,8CA4900,Lactose-free diet education,4145651,SNOMED
EVENT_CD,64A..00,Infant milestone,4014608,SNOMED
EVENT_CD,R077000,Feces quantity bulky,4065552,SNOMED
EVENT_CD,98BE.00,GMS3 claim - immediate necessary treatment sent to Health Authority,44790059,SNOMED
EVENT_CD,S629.00,Traumatic subdural hematoma,4136546,SNOMED
EVENT_CD,2G52.00,Toeing-in,4300850,SNOMED
EVENT_CD,761E600,Percutaneous endoscopic gastrostomy,4122234,SNOMED
EVENT_CD,F514z00,Non-suppurative otitis media,4170137,SNOMED
EVENT_CD,9N0w.00,Seen in musculoskeletal clinic,4323493,SNOMED
EVENT_CD,H21..00,Pneumococcal lobar pneumonia,4141619,SNOMED
EVENT_CD,7L1A100,Peritoneal dialysis,4324124,SNOMED
EVENT_CD,3145,Magnifying otoscopy,4064325,SNOMED
EVENT_CD,F223.00,Right hemiplegia,4083063,SNOMED
EVENT_CD,BBW0.00,Osteochondroma,4181934,SNOMED
EVENT_CD,PKz0.00,Disorder of umbilicus,4288085,SNOMED
EVENT_CD,68N8.00,No consent - diphtheria immunization,4065026,SNOMED
EVENT_CD,43I1.00,C-3 complement assay,4195474,SNOMED
EVENT_CD,02H1.00,Environmental health officer,4146551,SNOMED
EVENT_CD,7525000,Primary repair of cleft palate,42873097,SNOMED
EVENT_CD,8BIl.00,All medication checked,37312470,SNOMED
EVENT_CD,5283,Radiography of shoulder,4106220,SNOMED
EVENT_CD,8H7k.00,Referral to community-based podiatry service,4142609,SNOMED
EVENT_CD,52B1.00,Radiography of foot,4181438,SNOMED
EVENT_CD,L395200,Low forceps delivery,4088084,SNOMED
EVENT_CD,F02z.00,Meningitis,435785,SNOMED
EVENT_CD,F4D..00,Blepharitis,378425,SNOMED
EVENT_CD,TC01100,Fall from stairs,4310647,SNOMED
EVENT_CD,L210.00,Twin pregnancy,441919,SNOMED
EVENT_CD,C154z00,Adrenal cortical hypofunction,435508,SNOMED
EVENT_CD,1416,History of event,1340204,OMOP Extension
EVENT_CD,1417,History of event,1340204,OMOP Extension
EVENT_CD,9iFE.00,Middle Eastern or North African,38003615,Race
EVENT_CD,8H22.00,Emergency hospital admission,4079617,SNOMED
EVENT_CD,8866,Venipuncture,4332170,SNOMED
EVENT_CD,9b0F.00,GOS18 form status,44788188,SNOMED
EVENT_CD,65KA.00,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,CVX
EVENT_CD,9F...00,Child examn/reports/meetings,4153297,SNOMED
EVENT_CD,SE46.00,Traumatic hematoma,4164343,SNOMED
EVENT_CD,4312,Blood group A,4008253,SNOMED
EVENT_CD,42P3.00,Thrombocytosis,4280071,SNOMED
EVENT_CD,R056400,Localized enlarged lymph nodes,4168700,SNOMED
EVENT_CD,6663,Neurological symptom changes,4017035,SNOMED
EVENT_CD,9Ei..00,Police report received - no action required,44806108,SNOMED
EVENT_CD,1M2..00,Pain score,4022240,SNOMED
EVENT_CD,M150.00,Neonatal erythroderma,4345685,SNOMED
EVENT_CD,64a7.00,8 week examination abnormal - on treatment,4014998,SNOMED
EVENT_CD,Q436100,Newborn physiological jaundice,4173180,SNOMED
EVENT_CD,4622,Color of urine,4328657,SNOMED
EVENT_CD,91C2.00,No next of kin,37111226,SNOMED
EVENT_CD,A02z.00,Salmonella infection,133685,SNOMED
EVENT_CD,S239.00,Fracture of shaft of radius,4136717,SNOMED
EVENT_CD,44t1.00,Blood spot acylcarnitine,4212812,SNOMED
EVENT_CD,F251600,Epilepsy,380378,SNOMED
EVENT_CD,41B..00,Laboratory test due,4012813,SNOMED
EVENT_CD,43YK.00,Tomato specific IgE antibody measurement,4303693,SNOMED
EVENT_CD,F4K5100,Congenital nystagmus,373489,SNOMED
EVENT_CD,R09z000,Umbilical hemorrhage,4167918,SNOMED
EVENT_CD,8HHk.00,Referral to hospital phlebotomist,44788728,SNOMED
EVENT_CD,A3B5.00,Haemophilus influenzae infection,434277,SNOMED
EVENT_CD,PD67.00,Congenital posterior urethral valves,4113455,SNOMED
EVENT_CD,PKy9300,Prader-Willi syndrome,441963,SNOMED
EVENT_CD,AyuDA00,Disease caused by Adenovirus,433413,SNOMED
EVENT_CD,8HgF.00,Discharge by dietitian,4140353,SNOMED
EVENT_CD,7G2E100,Application of dressing for burn,4233678,SNOMED
EVENT_CD,9N4D.00,Failed encounter - message left with work place,4088566,SNOMED
EVENT_CD,E273100,Head-banging,4194852,SNOMED
EVENT_CD,Nyu5500,Scoliosis deformity of spine,72418,SNOMED
